,name,address,sido,gigun
41,개군점,경기도 양평군 개군면 하자포길 35,경기도,양평군
42,개금점,부산광역시 부산진구 개금3동 18,부산광역시,부산진구
43,개봉1점,"서울특별시 구로구 개봉로11길 13, 1층 3호(개봉동)",서울특별시,구로구
44,개신점,충청북도 청주시서원구 장구봉로 130 1층,충청북도,청주시서원구
45,개운점,강원도 원주시 송림길 48-10(개운동),강원도,원주시
46,개포2점,서울특별시 강남구 선릉로6길 12. 1층(개포동),서울특별시,강남구
47,개포3점,서울특별시 강남구 개포로22길 23. 지상1층(개포동),서울특별시,강남구
48,거모점,경기도 시흥시 도일로 100-3,경기도,시흥시
49,거제상동점,"경상남도 거제시 상동1길 15-9(상동동, 320동 103호)",경상남도,거제시
50,거창점,경상남도 거창군 거창읍 중앙로 52-1,경상남도,거창군
51,건등점,"강원도 원주시 문막읍 왕건로 96, 지하1층",강원도,원주시
52,건영점,경기도 고양시일산서구 성저로 110번지,경기도,고양시일산서구
53,건천점,"경상북도 경주시 건천읍 내서로 1126, 101",경상북도,경주시
54,검암경서점,인천광역시 서구 검암동 643-2 우주프라자 104,인천광역시,서구
55,경기송산점,경기도 화성시 수노을1로191 상가3동 105호,경기도,화성시
56,경남고성점,경상남도 고성군 고성읍 송학리 263-7,경상남도,고성군
57,경남금산점,경상남도 진주시 금산면 금산로 101,경상남도,진주시
58,경남단계점,경상남도 산청군 신등면 신등가회로 15,경상남도,산청군
59,경남사천점,경상남도 사천시 사천읍 정의1길 16,경상남도,사천시
60,경남양산점,경상남도 양산시 중앙로 111 1층,경상남도,양산시
61,경복점,"서울특별시 강남구 봉은사로43길 8, 1층 102호(논현동)",서울특별시,강남구
62,경안점,경기도 광주시 중앙로 179 (송정동),경기도,광주시
63,경포대점,강원도 강릉시  해안로 501 ,강원도,강릉시
64,계산1점,인천광역시 계양구 계산2동 933-25,인천광역시,계양구
65,계양1동점,인천광역시 계양구 황어로115번길 10,인천광역시,계양구
66,고강1점,경기도 부천시오정구 원종동 238-10,경기도,부천시오정구
67,고강2점,경기도 부천시오정구 고강동 399,경기도,부천시오정구
68,고담리점,경기도 이천시 대월면 대산로288번길 72,경기도,이천시
69,고대점,충청남도 당진시 고대면 고대로 47,충청남도,당진시
70,고덕역점,서울특별시 강동구 고덕1동 643-2,서울특별시,강동구
71,고덕점,충청남도 예산군 고덕면 용고길 353,충청남도,예산군
72,고매리점,경기도 용인시기흥구 고매동 722-2,경기도,용인시기흥구
73,고북점,충청남도 서산시 고북면 기포리 300-2,충청남도,서산시
74,고색점,"경기도 수원시권선구 매송고색로 687, 1층",경기도,수원시권선구
75,고은점,충청북도 청주시상당구 남일면 단재로 730-1,충청북도,청주시상당구
76,고잔2점,경기도 안산시단원구 고잔동 733-1 104,경기도,안산시단원구
77,고잔점,경기도 안산시단원구 고잔동 612 문화연립상가동 110,경기도,안산시단원구
78,고척동점,서울특별시 구로구 고척2동 164-41,서울특별시,구로구
79,고천점,"경기도 의왕시 효행로 44(오전동, 의왕빌딩3호)",경기도,의왕시
80,고한점,강원도 정선군 고한읍 고한로 151-1,강원도,정선군
81,곡반정점,"경기도 수원시권선구 곡선로50번길 48/107(곡반정동,현대@상가)",경기도,수원시권선구
82,곤명점,경상남도 사천시 곤명면 정곡리 843-9,경상남도,사천시
83,곤지암점,"경기도 광주시 곤지암읍 곤지암로50번길, 25",경기도,광주시
84,공덕동점,서울특별시 마포구 공덕동 111-187,서울특별시,마포구
85,공덕역점,"서울특별시 마포구 마포대로11길 75 102 (공덕동, 공덕현대아파트상가)",서울특별시,마포구
86,공도점,경기도 안성시 공도읍 고무다리길 10-1,경기도,안성시
87,공릉철길공원점,서울특별시 노원구 동일로184길 69. 1층(공릉동),서울특별시,노원구
88,공성점,경상북도 상주시 공성면 옥산리 290-8,경상북도,상주시
89,공주산성동점,충청남도 공주시 산성찬호길 1(산성동),충청남도,공주시
90,공주중동점,충청남도 공주시 웅진로 140(중동),충청남도,공주시
91,과학단지점,충청북도 청주시청원구 오창읍 오창중앙로 94,충청북도,청주시청원구
92,관기점,충청북도 보은군 마로면 관기송현로 95-1,충청북도,보은군
93,관산점,경기도 고양시덕양구 통일로802번길 71,경기도,고양시덕양구
94,관양1점,경기도 안양시동안구 관양동 1397-1 1층 101,경기도,안양시동안구
95,관음점,대구광역시 북구 관음동 1319-11,대구광역시,북구
96,관저1점,대전광역시 서구 관저동 981 원앙쇼핑109호,대전광역시,서구
97,관저2점,대전광역시 서구 관저동 1137-1 구봉5단지상가 103호,대전광역시,서구
98,광교점,"경기도 수원시영통구 대학1로 8번길 59, 1층103호(이의동)",경기도,수원시영통구
99,광나루점,"서울특별시 광진구 아차산로78길 165, 1층 102호(광장동)",서울특별시,광진구
100,광릉내점,경기도 남양주시 진접읍 광릉내로 83,경기도,남양주시
101,광명1점,경기도 광명시 오리로 937,경기도,광명시
102,광명2점,경기도 광명시 광명동 348-20,경기도,광명시
103,광명역점,"경기도 광명시 신기로17번길 6, 1층102호(일직동,케이스퀘어)",경기도,광명시
104,광산점,광주광역시 광산구 송정동 792-14,광주광역시,광산구
105,광안점,부산광역시 수영구 무학로33번길 55,부산광역시,수영구
106,광양점,전라남도 광양시 광양읍 인서중앙길 43,전라남도,광양시
107,광장동점,서울특별시 광진구 구의동 203-24,서울특별시,광진구
108,광주점,경기도 광주시 문화로 6(역동),경기도,광주시
109,광주지사, ,,
110,광천점,충청남도 홍성군 광천읍 광천리 244-7,충청남도,홍성군
111,광탄점,경기도 파주시 광탄면 혜음로 1127-1,경기도,파주시
112,광혜원점,충청북도 진천군 광혜원면 화랑5길 8,충청북도,진천군
113,괘법점,부산광역시 사상구 광장로37번길 71,부산광역시,사상구
114,괴산점,"충청북도 괴산군 괴산읍 읍내로11번길, 8-5",충청북도,괴산군
115,괴안1점,"경기도 부천시소사구 부광로8번길 39,104(괴안동)",경기도,부천시소사구
116,괴정1점,대전광역시 서구 괴정동 130-3,대전광역시,서구
117,교대앞점,강원도 춘천시 공지로 111 ,강원도,춘천시
118,교대역점,서울특별시 서초구 서초동 1640-1 1층,서울특별시,서초구
119,교하신도시점,경기도 파주시 숲속노을로 300,경기도,파주시
120,구곡현대점,강원도 원주시 남원로 492-14(단구동1576-3),강원도,원주시
121,구래점,경기도 김포시 김포한강9로 121,경기도,김포시
122,구례점,전라남도 구례군 구례읍 중앙로 35,전라남도,구례군
123,구로2동점,서울특별시 구로구 구로2동 726-32,서울특별시,구로구
124,구리남점,경기도 구리시 안골로20번길 28,경기도,구리시
125,구미송정점,경상북도 구미시 송정동 465-1,경상북도,구미시
126,구미옥계점,경상북도 구미시 흥안로1길 6-3,경상북도,구미시
127,구반월점,경기도 안산시상록구 건건동 632-4 1층,경기도,안산시상록구
128,구산점,경상남도 김해시 구산로 32-1,경상남도,김해시
129,구성마북점,경기도 용인시기흥구 연원로 5(마북동),경기도,용인시기흥구
130,구암점,전라북도 군산시 서당길 11(구암동),전라북도,군산시
131,구운점,"경기도 수원시권선구 구운로32, 1층(구운동)",경기도,수원시권선구
132,구월1동점,인천광역시 남동구 구월동 1217-2 103호,인천광역시,남동구
133,구의동점,서울특별시 광진구 자양로 322 (구의동),서울특별시,광진구
134,구포점,부산광역시 북구 구포동 391-9,부산광역시,북구
135,군남점,경기도 연천군 군남면 군남로 115,경기도,연천군
136,군산금호점,전라북도 군산시 나운동 489 금호타운상가 108,전라북도,군산시
137,군위점,경상북도 군위군 군위읍 서부리 57-1,경상북도,군위군
138,군자11점,경기도 안산시단원구 선부동 1078-4 가동상가 110,경기도,안산시단원구
139,군포당동점,"경기도 군포시 군포로510번길 25(당동, 당동누리에뜰해밀제1층118호)",경기도,군포시
140,궁동점(대전),대전광역시 유성구 궁동 404-7,대전광역시,유성구
141,권선점,경기도 수원시권선구 세권로 181번 13(권선동),경기도,수원시권선구
142,궐동대우점,경기도 오산시 청학로 173번길 18(수청동),경기도,오산시
143,근화점,전라남도 목포시 산정로 268-3,전라남도,목포시
144,금곡점,경기도 남양주시 금곡로 49,경기도,남양주시
145,금산2점,충청남도 금산군 금산읍 중도리 391-4,충청남도,금산군
146,금암점,전라북도 전주시덕진구 조경단로 44,전라북도,전주시덕진구
147,금오점,경기도 의정부시 금신로 398,경기도,의정부시
148,금왕점,충청북도 음성군 금왕읍 탑골길 18,충청북도,음성군
149,금장점,경상북도 경주시 현곡면 금장리 410 삼성APT상가 나동 103,경상북도,경주시
150,금촌주공점,경기도 파주시 가나무로 103,경기도,파주시
151,금호동점,광주광역시 서구 금호동 815 호반리젠시빌 상가,광주광역시,서구
152,금호로타리점,서울특별시 성동구 무수막길 89-2,서울특별시,성동구
153,금호역점,서울특별시 성동구 금호동3가 1394-3,서울특별시,성동구
154,기계점,경상북도 포항시북구 기계면 현내리 407-3번지,경상북도,포항시북구
155,기아점,경기도 광명시 소하동 1236-7,경기도,광명시
156,기업도시점(원주),강원도 원주시 지정면 신지정로295,강원도,원주시
157,기업도시점(충주),충청북도 충주시 중앙탑면 원앙9길 15 ,충청북도,충주시
158,기장점,부산광역시 기장군 기장읍 대라리 129-1,부산광역시,기장군
159,기지시점,충청남도 당진시 송악읍 기지시리 161-1,충청남도,당진시
160,길동3점,"서울특별시 강동구 천호대로185길 89(길동, 1층)",서울특별시,강동구
161,길음점,서울특별시 성북구 길음로 74 길음뉴타운5단지 2-105,서울특별시,성북구
162,김해내동점,경상남도 김해시 평전로 154(내동),경상남도,김해시
163,김해중앙점,경상남도 김해시 부원동 603-7,경상남도,김해시
164,까치산점,서울특별시 강서구 화곡8동 342-7 1층 102,서울특별시,강서구
165,꼬꼬점,경상북도 포항시북구 칠성천길 98,경상북도,포항시북구
166,꿈.연화점,경기도 부천시원미구 옥산로 86,경기도,부천시원미구
167,낙성대1점,서울특별시 관악구 봉천11동 1642-7,서울특별시,관악구
168,난곡점,서울특별시 관악구 문성로16가길 43,서울특별시,관악구
169,남목점,울산광역시 동구 동해안로 40-2(동부동),울산광역시,동구
170,남부점,강원도 원주시 남원로 617-2(명륜동),강원도,원주시
171,남양주도곡점,경기도 남양주시 와부읍 덕소로 194-14,경기도,남양주시
172,남원노암점,"전라북도 남원시 노암동 260, 한신아파트상가 102호",전라북도,남원시
173,남원점,제주특별자치도 서귀포시 남원읍 남원리 100-1,제주특별자치도,서귀포시
174,남창덕신점,울산광역시 울주군 온양읍 대안리 411-4,울산광역시,울주군
175,남촌점,경기도 오산시 성호대로 24-1(오산동),경기도,오산시
176,남해점,경상남도 남해군 남해읍 서변리 149-1,경상남도,남해군
177,내곡동점,강원도 강릉시 관대길 70,강원도,강릉시
178,내동2점,대전광역시 서구 내동 160-19,대전광역시,서구
179,내동점,경기도 부천시오정구 삼작로96번길 21(내동),경기도,부천시오정구
180,내면점,강원도 홍천군 내면읍 창촌로 48,강원도,홍천군
181,내포1점,충청남도 홍성군 홍북면 애향2길 2,충청남도,홍성군
182,노암점,강원도 강릉시 노가니길 1(노암동),강원도,강릉시
183,노은반석점,"대전광역시 유성구 노은서로266번 77, 104호(지상1층)",대전광역시,유성구
184,노학점,강원도 속초시 교동로  55(교동),강원도,속초시
185,녹양점,"경기도 의정부시 비우로20번길 29(가능동,지상1층)",경기도,의정부시
186,논산2점,충청남도 논산시 취암동 610-2,충청남도,논산시
187,논산대교점,충청남도 논산시 대교동 250-14,충청남도,논산시
188,논산주공점,"충청남도 논산시 논산대로 348번길 7, 상가-101(취암동,주공아파트)",충청남도,논산시
189,논현동점,"서울특별시 강남구 강남대로128길 27(논현동, 지상1층 102호)",서울특별시,강남구
190,농암점,경상북도 문경시 농암면 청암2길 10,경상북도,문경시
191,능곡점,경기도 고양시덕양구 토당로78번길 7-10(토당동),경기도,고양시덕양구
192,능주점,전라남도 화순군 능주면 죽수길50,전라남도,화순군
193,다인점,경상북도 의성군 다인면 서릉길 59,경상북도,의성군
194,단계점,강원도 원주시 원문로 85 1층(학성동),강원도,원주시
195,단계택지점,강원도 원주시 금불3길 34(단계동),강원도,원주시
196,단관점,강원도 원주시 단관길 163(관설동),강원도,원주시
197,단구점,강원도 원주시 치악로 1629 (단구동),강원도,원주시
198,단월동점,경기도 이천시 단월로 29(단월동),경기도,이천시
199,달동1점,울산광역시 남구 달동 1329-9,울산광역시,남구
200,달동2점,"울산광역시 남구 번영로107번길 3, 203(달동, 주공아파트)",울산광역시,남구
201,달전점,경상북도 포항시북구 흥해읍 도음로877번길 9 삼도미래타운106-106,경상북도,포항시북구
202,답십리점,"서울특별시 동대문구 전농로3길 52-2, 1층(답십리동)",서울특별시,동대문구
203,당감점,부산광역시 부산진구 당감동 739-10,부산광역시,부산진구
204,당북점,경상북도 안동시 대안로 65-2,경상북도,안동시
205,당산동점,서울특별시 영등포구 영중로 114 (영등포동8가),서울특별시,영등포구
206,당수동점,경기도 수원시권선구 당진로 14번길 57 상가 105(당수동),경기도,수원시권선구
207,당진1점,충청남도 당진시 당진중앙2로 54-5,충청남도,당진시
208,당진2점,충청남도 당진시 무수동로 195,충청남도,당진시
209,당진3점,충청남도 당진시 원당로 55(원당동),충청남도,당진시
210,당진신평점,충청남도 당진시 신평면 신평로 827,충청남도,당진시
211,대강점,충청북도 단양군 대강면 대강로 59-1,충청북도,단양군
212,대고점,"대전광역시 중구 테미로 31-1(대흥동, 1층)",대전광역시,중구
213,대광리점,경기도 연천군 신서면 도대로 3번길 33호,경기도,연천군
214,대구고성점,대구광역시 서구 원대로13길 16,대구광역시,서구
215,대구남산점,대구광역시 중구 남산로2길 13(남산동),대구광역시,중구
216,대구대명점,대구광역시 남구 두류공원로17길 48 (지하1층),대구광역시,남구
217,대구상동점,대구광역시 수성구 중동 502-3,대구광역시,수성구
218,대구서문점,대구광역시 서구 비산동 280-8,대구광역시,서구
219,대구송정점,대구광역시 동구 반야월로 379(신서동),대구광역시,동구
220,대구신당점,대구광역시 달서구 신당동 1808-5,대구광역시,달서구
221,대구지사, ,,
222,대구지산점,대구광역시 수성구 용학로35길 17,대구광역시,수성구
223,대림동산점,경기도 안성시 공도읍 양기리567-1,경기도,안성시
224,대림역점,서울특별시 구로구 구로중앙로8길 17,서울특별시,구로구
225,대림점,서울특별시 영등포구 대림로34길 14-1,서울특별시,영등포구
226,대명계대점,대구광역시 남구 대명동 1899-2,대구광역시,남구
227,대방동점,서울특별시 동작구 대방동 23-128,서울특별시,동작구
228,대봉점,대구광역시 중구 대봉동 121-241,대구광역시,중구
229,대산점,충청남도 서산시 대산읍 대산리 214-10,충청남도,서산시
230,대소점,충청북도 음성군 대소면 오태로99번길 12-4,충청북도,음성군
231,대송점,울산광역시 동구 화정동 164-11,울산광역시,동구
232,대신점,경기도 여주시 대신면 여양로 1456-4,경기도,여주시
233,대연점,부산광역시 남구 천제등로28번길 50,부산광역시,남구
234,대우점,인천광역시 부평구 산곡동 26-44 1층,인천광역시,부평구
235,대전용문점,대전광역시 서구 괴정동 425-16,대전광역시,서구
236,대전지사, ,,
237,대전터미널점,대전광역시 동구 동서대로1695번길 106,대전광역시,동구
238,대조동점,서울특별시 은평구 역말로9길 40-1. 1층(대조동),서울특별시,은평구
239,대진점,강원도 고성군 현내면 한나루로 112-1,강원도,고성군
240,대천해수욕장점,충청남도 보령시 해수욕장4길 68(신흑동),충청남도,보령시
241,대치동점,서울특별시 강남구 남부순환로 2917 (1층 108호),서울특별시,강남구
242,대학로점,강원도 삼척시 대학로 45(당저동),강원도,삼척시
243,대화장성점,경기도 고양시일산서구 호수로 838번지 22,경기도,고양시일산서구
244,대화점(강원),강원도 평창군 대화면 대화3길 46,강원도,평창군
245,덕산점,충청북도 진천군 덕산면 덕금로 809,충청북도,진천군
246,덕절리점,경기도 화성시 정남면 발안로 1177,경기도,화성시
247,덕정점,경기도 양주시 덕정길 23,경기도,양주시
248,덕천점,경기도 안양시만안구 덕천로128번길 18(안양동),경기도,안양시만안구
249,덕풍동점,"경기도 하남시 신장동 430-7 성원쌍떼빌 104호, 105호",경기도,하남시
250,도고점,충청남도 아산시 도고면 신언리 96-10,충청남도,아산시
251,도구점,경상북도 포항시남구 동해면 일월로 116,경상북도,포항시남구
252,도당점,경기도 부천시원미구 도당동 284-15 1층,경기도,부천시원미구
253,도련점,"제주특별자치도 제주시 삼봉로 115, 미듬하나로맨션상가 103",제주특별자치도,제주시
254,도림주공점,인천광역시 남동구 논고개로 299,인천광역시,남동구
255,도립대점,강원도 강릉시  주문진읍 연주로 261-1,강원도,강릉시
256,도마점,대전광역시 서구 도마1동 129-30,대전광역시,서구
257,도봉점,"서울특별시 도봉구 도봉로164길 10(도봉동, 1층)",서울특별시,도봉구
258,도안지구점,대전광역시 유성구 원신흥남로11번 6-22 (102호),대전광역시,유성구
259,도영점,강원도 원주시 남원로 527번길 6-34(명륜동),강원도,원주시
260,도평점,경기도 광주시 초월읍 현산로 89-6,경기도,광주시
261,도화동점,서울특별시 마포구 도화동 268,서울특별시,마포구
262,독립문점,서울특별시 종로구 통일로 222(교북동),서울특별시,종로구
263,독산1점,"서울특별시 금천구 가산로 80-2, 지상1층(독산동)",서울특별시,금천구
264,독산3점,서울특별시 금천구 독산로 319 (독산동),서울특별시,금천구
265,동광양점,전라남도 광양시 중마로 201,전라남도,광양시
266,동대동점,충청남도 보령시 작은오랏2길 60-6,충청남도,보령시
267,동두천역전점,경기도 동두천시 생연로 120,경기도,동두천시
268,동두천터미널점,경기도 동두천시 중앙로265번길 15(생연동),경기도,동두천시
269,동명동점,강원도 속초시 번영로105번길 19(동명동),강원도,속초시
270,동명점,경상북도 칠곡군 동명면 봉암1길 7,경상북도,칠곡군
271,동문점,경기도 용인시수지구 수풍로 53(풍덕천동),경기도,용인시수지구
272,동보점,강원도 원주시 진광길 30(우산동),강원도,원주시
273,동삼점,부산광역시 영도구 태종로 688-2(동삼동),부산광역시,영도구
274,동송점,강원도 철원군 동송읍 금학로 232,강원도,철원군
275,동아점,경기도 고양시일산동구 강송로 196 동아아파트상가 1-3,경기도,고양시일산동구
276,동암남점,인천광역시 부평구 경인로701번길 43 1층,인천광역시,부평구
277,동인점,대구광역시 중구 동인동3가 238-2,대구광역시,중구
278,동천동점,경기도 용인시수지구 고기로45번길 58 동문그린아파트 상가101호,경기도,용인시수지구
279,동천점,경상북도 경주시 탈해로47번길 6-4,경상북도,경주시
280,동촌점,대구광역시 동구 검사동 960-170,대구광역시,동구
281,동탄1점,"경기도 화성시 동탄지성로 150-9(능동,상가101호)",경기도,화성시
282,동탄2점,경기도 화성시 동탄면 중리 동탄청계로 303-14,경기도,화성시
283,동탄반송점,"경기도 화성시 노작로3길 22,1층 일부호(반송동)",경기도,화성시
284,동탄영천점,경기도 화성시 동탄대로24가길 27 상가103호,경기도,화성시
285,동해점,강원도 동해시 천곡2길 4(천곡동),강원도,동해시
286,두구동점,부산광역시 금정구 두구동 230-3,부산광역시,금정구
287,두정점,"충청남도 천안시서북구 부성6길 23(두정동, 중앙프라자상가105호)",충청남도,천안시서북구
288,두호점,경상북도 포항시북구 두호동 205-26,경상북도,포항시북구
289,둔덕점,전라남도 여수시 만성로 18,전라남도,여수시
290,둔산1점,대전광역시 서구 둔산동 1809  국화동성@상가 202호,대전광역시,서구
291,둔산2점,대전광역시 서구 둔산3동 1972번지,대전광역시,서구
292,등촌3동점,"서울특별시 강서구 양천로57길 10-11, 101-1호 (가양동, 이스타빌2차)",서울특별시,강서구
293,등촌제일점,서울특별시 강서구 등촌1동 641-12,서울특별시,강서구
294,뚝섬점,서울특별시 광진구 능동로3가길 4(자양동),서울특별시,광진구
295,레이크타운점,경기도 안산시단원구 광덕1로 195,경기도,안산시단원구
296,마석점,"경기도 남양주시 화도읍 비룡로 185-20, 210(삼진상가2층)",경기도,남양주시
297,마송점,경기도 김포시 통진읍 조강로 49,경기도,김포시
298,마전역점,인천광역시 서구 마전동 999-4,인천광역시,서구
299,마전점,충청남도 금산군 추부면 마전리 567-12,충청남도,금산군
300,마천1점,서울특별시 송파구 마천로61길 9(마천동),서울특별시,송파구
301,마평리점,경기도 용인시처인구 금령로 129(마평동),경기도,용인시처인구
302,만년점,대전광역시 서구 만년로16번길 27(만년동),대전광역시,서구
303,만수1점,인천광역시 남동구 만수서로 97-17(만수동 1층),인천광역시,남동구
304,만수3점,인천광역시 남동구 만수동 861 1층,인천광역시,남동구
305,만수삼환점,인천광역시 남동구 소래로669번길 30 106호,인천광역시,남동구
306,만수주공점,인천광역시 남동구 장승남로34번길 22 상가 111호,인천광역시,남동구
307,만촌점,대구광역시 수성구 만촌동 963-4,대구광역시,수성구
308,망상점,"강원도 동해시  동해대로 6270-16, 1층 111호(망상동)",강원도,동해시
309,망우동점,서울특별시 중랑구 망우3동 444-26,서울특별시,중랑구
310,망원동점,서울특별시 마포구 망원2동 475-42,서울특별시,마포구
311,매산점,경기도 수원시팔달구 갓매산로26번길 24,경기도,수원시팔달구
312,매송점,경기도 화성시 매송면 화성로 2358번길 37,경기도,화성시
313,매탄점,경기도 수원시영통구 동수원로514번 15 103호,경기도,수원시영통구
314,매화동점,경기도 시흥시 매화1로 21,경기도,시흥시
315,매화목련점,경기도 성남시분당구 양현로 539. 매화근린상가1층 104,경기도,성남시분당구
316,면목1점,"서울특별시 중랑구 면목천로19길 16, 1층(면목동)",서울특별시,중랑구
317,명곡점,대구광역시 달성군 화원읍 설화리 779-1,대구광역시,달성군
318,명보점,충청북도 제천시 용두천로 112(남천동),충청북도,제천시
319,명일점,서울특별시 강동구 동남로67길 44(명일동),서울특별시,강동구
320,모가점,경기도 이천시 모가면 진상미로 1257(성광주택),경기도,이천시
321,모산점,충청남도 아산시 배방면 공수리 63-24,충청남도,아산시
322,모슬포점,제주특별자치도 서귀포시 대정읍 상모대서로 25,제주특별자치도,서귀포시
323,모현점,경기도 용인시처인구 모현면 외대로 36,경기도,용인시처인구
324,목감점,경기도 시흥시 동서로 1095,경기도,시흥시
325,목동1점,서울특별시 양천구 목4동 772-12,서울특별시,양천구
326,목동3점,"서울특별시 양천구 목동동로 50 A-111(신정동, 목동아파트)",서울특별시,양천구
327,목동시장점,서울특별시 양천구 목동중앙남로10 7,서울특별시,양천구
328,목상석봉점,"대전광역시 대덕구 대덕대로1454 11-6(목상동,1층)",대전광역시,대덕구
329,목행점,충청북도 충주시 행정10길 10(목행동),충청북도,충주시
330,무거1점,울산광역시 남구 신복로23번길 15(무거동),울산광역시,남구
331,무실점,강원도 원주시 시청로 88-1  101호(무실동),강원도,원주시
332,무원삼보점,경기도 고양시덕양구 화신로 31 무원마을 삼보상가 102,경기도,고양시덕양구
333,무주점,전라북도 무주군 무주읍 읍내리 249-6,전라북도,무주군
334,무지개점,"경기도 성남시분당구 구미동 211, 무지개마을 106",경기도,성남시분당구
335,묵동점,"서울특별시 중랑구 동일로149길 15. 3동 104호(묵동,우성아파트)",서울특별시,중랑구
336,묵호점,"강원도 동해시 발한로 137(발한동, 가동)",강원도,동해시
337,문경점,경상북도 문경시 문경읍 주흘로 29,경상북도,문경시
338,문덕점,경상북도 포항시남구 오천읍 문덕리 203-3 청호A상가101,경상북도,포항시남구
339,문막점,강원도 원주시 문막읍 문막시장1길 55-2,강원도,원주시
340,문산점,경기도 파주시 문산읍 문항로 82,경기도,파주시
341,문정점,"서울특별시 송파구 송이로33길 6-17(문정동, 지상1층)",서울특별시,송파구
342,문촌점,경기도 고양시일산서구 대산로 183,경기도,고양시일산서구
343,문학점,"인천광역시 미추홀구 승학길 4(문학동, 101호)",인천광역시,미추홀구
344,문화동점,충청북도 충주시 사직산1길 15-11(문화동),충청북도,충주시
345,문화점,대전광역시 중구 문화동 788 상가 107호,대전광역시,중구
346,미금점,경기도 성남시분당구 미금일로 55 상가동108호,경기도,성남시분당구
347,미룡산북점,전라북도 군산시 부곡로 125(미룡동),전라북도,군산시
348,미아점,서울특별시 강북구 도봉로29길 10 1층,서울특별시,강북구
349,미원점,충청북도 청주시상당구 미원면 미원시내2길 19-3,충청북도,청주시상당구
350,민락점,경기도 의정부시 오목로 99,경기도,의정부시
351,밀양댐점,경상남도 밀양시 단장면 고례리 1521-3,경상남도,밀양시
352,박달동점,경기도 안양시만안구 박달동 134-5,경기도,안양시만안구
353,반구점,울산광역시 중구 반구동 101-8,울산광역시,중구
354,반달마을점,"경기도 부천시원미구 상동 397, 반달상가1층",경기도,부천시원미구
355,반송2점,부산광역시 해운대구 반송동 62-340,부산광역시,해운대구
356,반여점,부산광역시 해운대구 선수촌로 207번가길 67,부산광역시,해운대구
357,반월점,전라북도 전주시덕진구 반월동 1229 반월주공아파트상가 104호,전라북도,전주시덕진구
